Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
18,Ecuador,65,66,Sociedad Deportiva Aucas,123793758,308469,Right,3,3.0,3,Lean,Back,175,70
24,India,68,59,NorthEast United FC,122061815,309775,Right,4,3.0,3,Normal,Middle,176,61
22,Korea Republic,70,71,Gangwon FC,104351915,238726,Right,3,3.0,3,Normal,Back,178,74
25,Turkey,80,63,Fatih Karagümrük S.K.,110674057,308497,Left,3,3.0,3,Normal,Back,185,78
21,Spain,66,77,AD Alcorcón,114434004,299268,Right,4,3.0,3,Lean,Back,190,80
31,Spain,76,66,Manchester United,115727930,241325,Right,3,3.0,3,Stocky,Back,192,76
28,France,64,68,USL Dunkerque,49720390,91680,Left,1,3.0,2,Normal,Back,185,83
21,Greece,65,69,CD Mirandés,103719120,274178,Left,3,3.0,3,Lean,Back,192,79
19,Chile,65,74,Club de Deportes Cobresal,111981615,309399,Left,3,3.0,3,Normal,Middle,175,72
27,Spain,73,57,Olympique de Marseille,65818562,246145,Left,3,3.0,3,Lean,Back,189,77
18,China PR,69,70,Hebei FC,96423038,267087,Right,3,3.0,4,Lean,Middle,180,56
25,India,67,81,Chennaiyin FC,118182376,226374,Right,3,3.0,3,Normal,Middle,170,67
32,Peru,65,72,Cusco Fútbol Club,94251304,204231,Right,3,3.0,3,Lean,Middle,188,70
23,Uruguay,56,66,Club River Plate Asunción,93478090,314907,Right,3,2.0,3,Normal,Back,187,74
31,England,66,72,Grimsby Town,156586085,400751,Right,4,3.0,4,Normal,Back,188,84
24,France,70,67,Finn Harps,91242809,278308,Right,3,3.0,3,Lean,Middle,185,76
23,Bolivia,78,86,Independiente Petrolero,125951929,156100,Right,3,3.0,2,Normal,Back,187,70
24,Netherlands,64,74,SC Cambuur,79983540,263301,Right,3,3.0,4,Normal,Back,188,81
20,Peru,63,68,Club Atlético Grau,101999553,362413,Right,3,2.0,5,Lean,Middle,173,70
20,Uruguay,63,66,Centro Atlético Fénix,93738794,247301,Right,3,3.0,3,Lean,Forward,176,72
22,France,80,70,Amiens SC,117051984,154349,Right,4,3.0,4,Normal,Back,185,78
34,France,67,73,Nîmes Olympique,119470240,286481,Right,2,2.0,4,Normal,Back,189,83
22,Austria,78,74,WSG Tirol,141147463,272615,Right,3,3.0,3,Normal,Back,190,81
27,Argentina,73,73,Defensa y Justicia,101452349,239828,Right,2,3.0,3,Normal,Back,188,83
27,India,80,75,NorthEast United FC,117464455,235356,Right,2,3.0,4,Normal,Middle,174,70
20,Argentina,73,81,CD Everton de Viña del Mar,131614821,294789,Right,2,3.0,3,Normal,Back,173,72
28,Israel,63,75,Perth Glory,116642024,218115,Right,3,4.0,3,Lean,Forward,193,84
37,Venezuela,59,78,Estudiantes de Mérida,84579395,226692,Right,3,3.0,2,Normal,Back,185,77
31,England,80,71,Walsall,118363000,244237,Left,4,2.0,2,Normal,Middle,183,78
30,Senegal,77,75,FC Annecy,124987553,197832,Right,3,3.0,3,Lean,Back,180,75
22,United States,68,63,FC Cincinnati,71373362,228167,Left,2,2.0,3,Lean,Back,188,74
29,Germany,59,63,SV Darmstadt 98,88674952,207467,Right,4,3.0,3,Normal,Back,194,92
21,Nigeria,69,74,Örebro SK,135542610,307780,Right,4,3.0,2,Normal,Forward,183,75
27,Australia,62,67,Suwon FC,84520179,228950,Left,3,3.0,3,Normal,Back,196,90
31,Brazil,69,75,Valencia CF,106226630,283648,Left,3,2.0,4,Normal,Back,187,83
24,China PR,61,64,Shanghai Shenhua FC,53775685,193563,Right,2,3.0,3,Lean,Back,176,69
24,Ecuador,72,78,Club Sol de América,116773754,189234,Right,3,3.0,3,Lean,Forward,187,78
19,Republic of Ireland,68,68,Waterford FC,93788206,245411,Right,3,2.0,3,Lean,Middle,177,73
29,Venezuela,63,60,Academia Puerto Cabello,67384169,204835,Right,4,2.0,3,Lean,Back,183,74
22,Venezuela,57,68,Academia Puerto Cabello,87083004,225729,Right,3,3.0,4,Normal,Back,172,70
24,Republic of Ireland,67,70,Limerick FC,80659134,238418,Left,4,3.0,3,Lean,Middle,180,67
20,Norway,66,79,Odds BK,97940051,186176,Right,3,3.0,3,Normal,Forward,178,75
29,Paraguay,73,72,General Caballero (JLM),131197885,327425,Right,2,2.0,3,Normal,Back,175,74
17,United States,69,75,Atlanta United,102135109,285082,Left,2,3.0,3,Normal,Back,178,73
29,Slovenia,64,80,Atlético de Madrid,133002400,304060,Right,3,3.0,4,Stocky,Back,188,87
26,Bulgaria,62,69,Widzew Łódź,92202661,206150,Right,3,3.0,3,Lean,Back,195,78
21,Australia,71,80,Livingston FC,131095320,207113,Right,3,3.0,3,Lean,Back,186,75
24,Germany,72,66,FC Viktoria 1889 Berlin,117902797,296713,Right,3,2.0,3,Normal,Back,194,82
35,France,63,74,Tottenham Hotspur,86727385,187320,Left,4,1.0,3,Stocky,Back,188,82
32,Kosovo,68,69,FC Winterthur,119138761,331182,Right,4,3.0,3,Normal,Back,186,78
20,England,63,68,AFC Wimbledon,72655839,280685,Left,3,2.0,3,Lean,Back,175,67
24,Saudi Arabia,72,79,Al Fayha,125723830,232762,Right,3,3.0,4,Lean,Forward,181,72
34,Republic of Ireland,67,79,Queens Park Rangers,131070612,319061,Right,3,2.0,3,Stocky,Back,188,95
19,Poland,63,73,Górnik Zabrze,96115819,285832,Right,3,3.0,4,Lean,Forward,189,78
23,Poland,70,69,Zagłębie Lubin,94479777,217333,Right,2,2.0,2,Normal,Back,189,87
24,England,70,71,Arsenal,105462275,180948,Right,3,3.0,3,Lean,Back,191,77
22,Guinea,63,72,Seraing,103690861,302937,Right,3,3.0,2,Normal,Back,180,75
23,Croatia,81,67,WSG Tirol,119872620,218721,Left,2,3.0,3,Lean,Back,184,75
24,Georgia,59,62,RZ Pellets Wolfsberger AC,33891334,153997,Left,2,2.0,3,Normal,Back,191,84
21,Bolivia,70,74,"Club Social, Cultural y Deportivo de Blooming",102051622,241728,Right,2,3.0,3,Lean,Middle,173,65
29,England,67,75,Swindon Town,123366754,335323,Right,3,3.0,3,Normal,Back,184,70
23,Colombia,62,64,La Equidad,71493751,252195,Right,2,3.0,4,Lean,Back,177,75
28,Iraq,83,76,Al Batin,97528991,224117,Right,2,3.0,3,Normal,Back,188,82
25,Bolivia,66,73,Royal Pari,117545848,264735,Right,3,3.0,3,Lean,Back,182,72
19,China PR,63,76,Guangzhou FC,126827647,349632,Right,4,2.0,3,Lean,Forward,178,60
28,Ecuador,65,86,Club Social y Deportivo Macará,133615977,305824,Right,3,2.0,3,Stocky,Middle,180,70
26,Sweden,80,66,Varbergs BoIS FC,114980444,213218,Right,4,3.0,4,Normal,Back,187,75
24,Turkey,65,70,İttifak Holding Konyaspor,82025333,258328,Right,2,3.0,4,Normal,Back,185,78
17,Peru,77,77,Club Alianza Lima,101288992,174569,Right,3,2.0,3,Normal,Back,180,76
22,North Macedonia,69,62,Perth Glory,90312881,261772,Right,3,2.0,3,Lean,Middle,177,70
18,Romania,64,68,Gaz Metan Mediaş,88683237,255989,Right,3,2.0,3,Lean,Middle,177,67
29,Bolivia,54,71,Club Deportivo Oriente Petrolero,90027226,231512,Left,5,3.0,2,Lean,Middle,168,65
29,England,69,77,Port Vale,147390948,339386,Left,3,2.0,3,Normal,Back,193,79
22,Germany,73,77,FC Viktoria 1889 Berlin,151289792,368791,Right,4,3.0,4,Normal,Back,194,82
27,Peru,66,81,Sport Huancayo,139678225,307438,Left,3,2.0,2,Lean,Back,175,69
29,New Zealand,69,73,Sligo Rovers,94779166,208822,Right,3,4.0,3,Normal,Middle,182,82
21,Argentina,65,74,San Lorenzo de Almagro,133306702,294730,Left,4,2.0,3,Stocky,Back,191,83
23,Portugal,65,71,Belenenses SAD,54882774,169901,Left,2,3.0,4,Normal,Back,186,81
23,Paraguay,73,78,12 de Octubre FC,128385496,271648,Right,3,2.0,3,Lean,Back,173,67
19,France,57,65,Valenciennes FC,68851719,266645,Right,3,2.0,4,Normal,Middle,178,74
18,Venezuela,68,73,AC Mineros de Guayana,106355080,290254,Left,3,3.0,3,Normal,Middle,171,70
25,Saudi Arabia,71,78,Al Ain,111233387,265630,Right,4,3.0,4,Lean,Back,189,75
21,Germany,71,71,FC Erzgebirge Aue,110283589,192318,Right,4,4.0,3,Normal,Forward,190,79
19,Ecuador,71,73,Guayaquil City FC,109153944,252420,Right,3,2.0,3,Lean,Back,170,68
22,Colombia,77,68,Club Sol de América,103306587,258263,Right,3,4.0,4,Lean,Back,174,68
21,Switzerland,54,65,Servette FC,60949303,299783,Right,3,3.0,3,Normal,Back,184,80
24,India,66,73,Mumbai City FC,66817955,156330,Right,2,3.0,2,Stocky,Back,166,69
28,China PR,66,74,Chongqing Liangjiang Athletic,118010587,349173,Right,3,3.0,3,Normal,Back,183,80
20,Uruguay,63,79,Club Atlético River Plate,134239590,328356,Right,3,1.0,3,Lean,Back,185,78
23,England,76,79,Carlisle United,117433679,176116,Right,2,2.0,2,Normal,Back,190,77
20,Chile,57,70,Club Deportivo Palestino,92634101,191789,Right,3,2.0,3,Normal,Back,183,75
22,Republic of Ireland,69,75,Swindon Town,68280913,173570,Right,3,3.0,3,Lean,Back,189,70
20,Republic of Ireland,66,68,Longford Town,106381050,264653,Right,4,3.0,3,Normal,Middle,184,77
24,Austria,68,69,Piast Gliwice,99190811,313993,Right,3,2.0,3,Lean,Back,196,92
21,England,67,83,Rochdale,153528568,390873,Right,3,2.0,3,Normal,Back,191,80
24,Czech Republic,69,71,Gaz Metan Mediaş,107341523,217043,Left,3,2.0,3,Normal,Back,186,83
23,Paraguay,75,70,Club Sportivo Luqueño,113134949,274513,Right,4,1.0,4,Normal,Forward,175,70
24,China PR,64,68,Chongqing Liangjiang Athletic,98862712,238757,Right,2,3.0,2,Normal,Forward,176,77
23,China PR,65,76,Meizhou Hakka,116746579,273217,Right,3,3.0,3,Normal,Middle,176,69
22,Uruguay,68,66,Cerro Largo Fútbol Club,63564703,243675,Right,3,1.0,3,Normal,Back,179,68
35,Spain,68,72,Crystal Palace,124817465,324613,Right,3,3.0,4,Normal,Back,190,80
26,Venezuela,65,67,Atlético Bucaramanga,96041302,274844,Right,3,3.0,3,Normal,Forward,178,79
18,Romania,76,83,Gaz Metan Mediaş,105356738,243335,Right,2,2.0,2,Lean,Middle,180,70
24,Japan,68,59,Vissel Kobe,98598352,267549,Right,3,3.0,3,Normal,Back,188,80
23,Saudi Arabia,66,68,Abha Club,90648997,173060,Right,2,3.0,2,Lean,Forward,179,65
23,Brazil,72,70,CD Tondela,102192319,275542,Right,3,2.0,2,Normal,Back,192,88
19,Venezuela,75,74,Zamora Fútbol Club,99744053,159485,Right,3,3.0,2,Normal,Forward,178,68
23,Italy,80,77,Paris Saint-Germain,116026243,291448,Right,3,3.0,4,Stocky,Back,196,90
19,Venezuela,69,64,Deportivo Táchira FC,109225161,331292,Right,3,2.0,3,Normal,Back,182,72
19,Sweden,70,66,Helsingborgs IF,135240336,366292,Right,3,2.0,3,Normal,Back,191,86
20,Chile,72,77,CD Universidad de Concepción,107767219,258356,Left,3,2.0,3,Lean,Back,176,67
28,Brazil,64,68,Guangzhou City,96700541,295106,Right,3,3.0,4,Stocky,Forward,185,73
33,England,56,71,Grimsby Town,97139353,254621,Right,3,3.0,3,Lean,Back,183,78
22,Jordan,54,70,Al Shabab,130890892,346493,Right,3,2.0,3,Normal,Back,194,80
20,Scotland,75,75,Doncaster Rovers,126969696,267173,Left,3,3.0,3,Lean,Back,179,68
23,Germany,70,74,SV Waldhof Mannheim 07,133613373,293995,Right,4,3.0,5,Normal,Back,192,81
23,Venezuela,64,65,Llaneros de Guanare Escuela de Fútbol,90276204,232117,Right,4,3.0,4,Normal,Middle,175,73
23,Chile,63,71,CD Huachipato,95139131,187826,Right,4,2.0,4,Normal,Back,182,77
27,Paraguay,65,68,Club Sportivo Luqueño,107587235,276039,Left,3,2.0,4,Lean,Back,170,65
26,Bolivia,60,69,Club Atlético Palmaflor,109730627,282361,Left,2,3.0,3,Normal,Back,184,85
19,Germany,66,71,SC Freiburg II,47097516,72322,Right,3,3.0,3,Lean,Back,186,76
33,Republic of Ireland,62,73,AFC Wimbledon,143012414,401332,Right,4,2.0,2,Normal,Back,188,85
23,India,62,73,SC East Bengal FC,109087018,245702,Left,4,3.0,3,Lean,Middle,175,59
24,Paraguay,69,74,Club Sportivo Luqueño,108878599,268054,Right,4,3.0,3,Normal,Back,175,70
28,Italy,61,71,Südtirol,94384276,247007,Right,2,2.0,1,Lean,Back,193,80
30,Uruguay,81,72,Club Universitario de Deportes,129480284,303220,Right,4,2.0,4,Normal,Back,186,78
30,Croatia,71,73,Finn Harps,171850204,427806,Right,3,3.0,3,Normal,Forward,179,76
34,Portugal,69,72,Roma,99015595,145650,Left,3,2.0,3,Normal,Back,190,84
26,Argentina,71,72,Club de Deportes Cobresal,60485914,189977,Right,3,3.0,2,Normal,Forward,191,94
29,Croatia,67,69,AFC Chindia Târgoviște,93126610,235047,Right,3,2.0,3,Normal,Forward,193,86
22,France,67,74,FC Annecy,114391621,295310,Left,3,3.0,4,Normal,Back,191,80
16,Romania,70,75,FC Dinamo 1948 Bucureşti,87224912,243430,Left,2,3.0,4,Lean,Back,175,66
27,Hong Kong,69,74,Zhejiang Professional FC,99591936,162953,Right,4,3.0,3,Normal,Back,185,75
28,Romania,68,73,Universitatea Cluj,95186940,219401,Right,3,2.0,4,Lean,Back,186,84
21,China PR,68,67,Zhejiang Professional FC,98070317,288883,Right,2,3.0,3,Normal,Back,174,70
23,Germany,67,68,SV Meppen,109388790,263570,Right,4,3.0,4,Lean,Back,188,74
22,China PR,67,65,Chongqing Liangjiang Athletic,115443407,268173,Right,4,3.0,4,Normal,Middle,180,73
24,Netherlands,64,69,Mjällby AIF,99672784,226638,Left,4,2.0,3,Normal,Back,186,80
35,Czech Republic,63,71,Viktoria Žižkov,100032938,370676,Left,3,3.0,4,Normal,Back,191,88
21,Germany,70,79,Türkgücü München,135347784,216761,Left,3,3.0,2,Stocky,Back,189,85
20,Scotland,62,75,Dundalk FC,73454116,206103,Right,3,3.0,3,Lean,Back,185,77
19,Argentina,64,82,Club Atlético Tigre,135699836,272683,Right,3,3.0,4,Normal,Back,186,78
26,Ecuador,69,76,Guayaquil City FC,139762867,315730,Right,4,2.0,3,Lean,Back,186,78
19,Uruguay,60,78,Liverpool Fútbol Club,88924202,123284,Left,4,3.0,3,Lean,Forward,173,65
36,Uruguay,65,69,Galatasaray SK,121642311,244901,Right,3,2.0,2,Normal,Back,190,74
22,Netherlands,74,71,FC Volendam,110050193,229837,Right,2,2.0,3,Normal,Back,191,82
18,Ghana,72,75,FC Nordsjælland,128204765,279155,Left,3,2.0,3,Normal,Back,178,71
26,Uzbekistan,68,73,Chongqing Liangjiang Athletic,114446166,285256,Right,3,3.0,4,Normal,Back,187,79
26,Ecuador,69,66,Sociedad Deportiva Aucas,94481465,255664,Right,3,3.0,3,Normal,Forward,172,70
21,Paraguay,65,66,Club Sol de América,123606758,326283,Left,3,3.0,4,Lean,Back,180,73
30,Australia,62,67,F.C. København,75113377,235974,Right,3,4.0,3,Normal,Back,184,82
22,Paraguay,63,71,Club River Plate Asunción,81211882,280173,Left,3,3.0,3,Normal,Middle,176,73
25,Serbia,61,61,Mjällby AIF,70070259,286137,Right,3,3.0,3,Lean,Back,182,77
20,England,65,82,Doncaster Rovers,141739337,330132,Left,5,2.0,3,Lean,Back,178,72
27,Senegal,65,59,En Avant de Guingamp,47539502,139850,Right,2,3.0,3,Normal,Back,188,85
20,Argentina,76,74,Club Atlético Tigre,118589900,222752,Right,3,2.0,3,Normal,Back,184,76
21,Argentina,73,65,Arsenal de Sarandí,79966430,236203,Left,2,3.0,2,Lean,Back,192,84
33,Venezuela,63,64,Zamora Fútbol Club,47881757,215945,Right,3,2.0,3,Lean,Back,176,70
33,Switzerland,67,72,Borussia Mönchengladbach,106972429,266708,Right,3,4.0,4,Normal,Back,183,79
18,Venezuela,77,76,Zamora Fútbol Club,106790052,202268,Right,4,2.0,3,Normal,Back,169,55
26,Spain,76,95,Brentford,181400036,295540,Right,5,3.0,4,Normal,Back,183,75
18,Venezuela,67,58,Zamora Fútbol Club,115857311,298794,Right,3,3.0,3,Normal,Back,190,68
25,Venezuela,52,73,Academia Puerto Cabello,86704267,308678,Right,2,2.0,3,Normal,Back,183,75
22,United States,71,77,Nashville SC,156369562,315994,Right,3,2.0,3,Lean,Back,190,80
19,Uruguay,75,83,Cerro Largo Fútbol Club,121122899,312526,Right,3,3.0,3,Lean,Forward,191,77
28,Paraguay,68,82,Guaireña FC,123552370,240300,Right,3,3.0,3,Normal,Back,176,78
27,Germany,68,62,SpVgg Bayreuth,63732631,153657,Right,3,3.0,2,Normal,Back,188,79
19,Paraguay,70,88,Club River Plate Asunción,154859838,368867,Left,4,2.0,4,Lean,Middle,172,70
27,China PR,67,65,Chongqing Liangjiang Athletic,82647389,202380,Right,3,3.0,3,Normal,Back,172,67
19,Norway,78,64,Hamarkameratene,95318586,197916,Right,4,3.0,4,Normal,Back,188,80
27,China PR,82,70,Jiangsu FC,101355535,161065,Left,3,2.0,3,Normal,Back,170,63
17,Uruguay,72,68,Club Plaza de Deportes Colonia,74836936,187986,Right,3,2.0,3,Normal,Back,188,84
18,Republic of Ireland,73,63,UCD AFC,120733311,265778,Right,3,3.0,2,Normal,Forward,180,77
23,China PR,64,69,Shijiazhuang Ever Bright F.C.,45534974,119725,Right,2,2.0,2,Lean,Middle,186,80
35,Romania,65,70,FC Botoşani,85976923,188852,Left,3,2.0,3,Normal,Back,195,90
18,England,66,63,Oldham Athletic,99818416,203061,Right,2,3.0,2,Normal,Back,181,70
34,France,58,69,SC Bastia,44755636,78121,Right,3,4.0,3,Normal,Back,184,84
21,Norway,76,77,Hamarkameratene,61871164,160201,Right,2,3.0,3,Normal,Back,184,73
24,China PR,68,68,Changchun Yatai FC,145927310,340914,Right,2,3.0,2,Normal,Back,181,70
22,India,65,65,Chennaiyin FC,66099238,152546,Right,2,3.0,2,Lean,Middle,170,57
27,Germany,62,62,1. FC Köln,126506632,348199,Right,3,3.0,2,Normal,Back,190,86
33,Spain,56,68,Real Valladolid CF,57839798,175333,Right,1,3.0,2,Stocky,Back,189,87
23,Zambia,61,78,Inter Miami CF,139452300,384845,Right,3,2.0,3,Lean,Back,198,97
29,France,64,64,Stade Lavallois Mayenne FC,79557140,209094,Right,3,3.0,2,Normal,Back,190,86
19,Norway,67,76,Mjøndalen IF,111441765,263781,Right,3,3.0,3,Normal,Back,194,71
23,France,71,68,USL Dunkerque,102967635,236964,Right,2,3.0,4,Normal,Back,184,77
18,Scotland,69,81,Hamilton Academical FC,78990622,153872,Right,4,3.0,3,Lean,Back,186,75
35,Paraguay,64,72,Club Sportivo Luqueño,89945979,315738,Right,4,2.0,4,Normal,Back,184,81
22,Austria,65,73,Finn Harps,107264570,320233,Right,3,2.0,3,Normal,Forward,190,88
30,Argentina,64,70,CD Universidad de Concepción,111397290,191097,Right,3,3.0,2,Normal,Forward,175,70
21,Republic of Ireland,76,78,Bohemian FC,121253456,263758,Right,3,3.0,4,Lean,Back,182,72
35,Denmark,69,77,OGC Nice,105696292,261023,Right,2,3.0,2,Stocky,Back,189,89
30,Paraguay,61,75,Guaireña FC,120314830,303351,Right,3,2.0,3,Normal,Back,179,81
22,Argentina,70,67,Sociedad Deportiva Aucas,91108030,257353,Right,3,2.0,4,Lean,Back,185,78
29,Portugal,61,64,Wolverhampton Wanderers,84418394,223845,Right,3,2.0,3,Normal,Back,192,84
23,China PR,80,87,Guangzhou FC,172221542,308943,Right,3,2.0,3,Lean,Back,171,64
20,Ecuador,72,81,Audax Italiano,138012488,328950,Right,3,2.0,3,Normal,Forward,183,73
27,Paraguay,70,53,Club River Plate Asunción,79989989,270816,Right,1,2.0,2,Normal,Back,186,78
30,Argentina,66,73,Villarreal CF,99552126,163047,Right,4,3.0,2,Normal,Back,189,84
31,England,63,58,Sunderland,75033757,229819,Right,3,2.0,2,Normal,Back,191,90
21,England,72,79,Stoke City,144350508,333073,Left,4,2.0,3,Normal,Back,187,75
30,Belgium,67,73,Real Madrid CF,125414277,366798,Left,3,3.0,3,Stocky,Back,199,96
32,Colombia,72,70,Club Atlas,113450680,208070,Left,3,3.0,3,Normal,Back,187,82
27,Chile,68,63,Colo-Colo,98782316,322351,Right,3,3.0,2,Normal,Back,185,79
19,Australia,70,73,Adelaide United,89093572,110671,Right,2,3.0,3,Normal,Back,185,82
24,Uruguay,59,80,Club Atlético River Plate,92599763,187320,Right,4,2.0,4,Normal,Back,190,84
18,Ecuador,71,82,Sociedad Deportiva Aucas,118415384,197402,Left,4,2.0,5,Normal,Middle,176,71
25,Ecuador,65,70,Delfín Sporting Club,76683402,250421,Right,2,2.0,3,Normal,Back,180,78
22,Argentina,63,77,Newell's Old Boys,130474890,307908,Right,3,3.0,3,Lean,Back,187,76
31,Germany,76,72,Sportclub Verl,109731685,290445,Right,3,3.0,3,Normal,Back,189,83
19,Mexico,61,73,Club Deportivo Guadalajara,52115555,110746,Left,3,2.0,2,Normal,Back,189,76
26,Turkey,72,74,Trabzonspor,97832406,208391,Right,3,3.0,3,Normal,Back,191,82
21,United States,74,73,Atlanta United,117515231,267158,Right,3,3.0,2,Normal,Back,191,79
24,Paraguay,73,84,Club Plaza de Deportes Colonia,134736988,274743,Right,4,3.0,4,Normal,Back,178,76
27,Venezuela,69,72,Llaneros de Guanare Escuela de Fútbol,81664070,121115,Left,3,3.0,3,Normal,Back,179,77
23,Turkey,59,62,BB Erzurumspor,77732881,290436,Right,2,2.0,3,Normal,Back,188,77
19,Bolivia,60,78,"Club Social, Cultural y Deportivo de Blooming",114337157,274512,Right,4,2.0,3,Normal,Back,180,73
36,Uruguay,60,61,Zamora Fútbol Club,100483114,269653,Left,3,3.0,3,Normal,Back,183,75
27,United States,72,84,Middlesbrough,161909024,359677,Right,4,3.0,4,Stocky,Back,191,86
18,Chile,64,67,Audax Italiano,43511243,171687,Left,2,2.0,3,Lean,Middle,175,69
36,Spain,75,73,FC Andorra,136434928,313104,Right,2,2.0,3,Normal,Forward,185,79
27,Croatia,60,72,Dinamo Zagreb,100302161,297666,Right,3,2.0,3,Normal,Back,187,79
33,Netherlands,63,66,N.E.C. Nijmegen,1000,500,Right,2,3.0,2,Normal,Back,185,83
21,Uruguay,71,74,Jaguares de Córdoba Fútbol Club,145590854,308418,Right,3,3.0,4,Lean,Back,190,73
24,China PR,57,71,Guangzhou FC,95068941,257897,Right,3,3.0,4,Stocky,Back,186,85
24,France,62,76,Wisła Płock,84199405,194745,Left,3,2.0,2,Normal,Back,193,88
27,Sweden,71,82,Degerfors IF,134121861,360950,Right,4,3.0,4,Normal,Back,187,81
24,Uruguay,76,77,Centro Atlético Fénix,116274138,274711,Left,3,3.0,2,Normal,Forward,186,81
22,France,65,70,FC Sion,55785099,103473,Right,3,2.0,3,Normal,Back,188,85
22,Uruguay,73,70,Cerro Largo Fútbol Club,126577719,338445,Right,4,2.0,3,Normal,Back,180,72
32,Poland,61,71,Juventus,81479098,214710,Right,4,3.0,4,Lean,Back,195,90
22,China PR,66,62,Guangzhou FC,89722198,208098,Right,3,3.0,3,Lean,Middle,174,70
25,Venezuela,66,71,Llaneros de Guanare Escuela de Fútbol,89718804,220436,Right,2,3.0,2,Normal,Back,182,77
21,Sweden,69,72,Falkenbergs FF,123695541,321296,Right,2,3.0,4,Normal,Back,184,80
21,Ghana,70,70,Yeni Malatyaspor,101983077,284402,Left,3,3.0,4,Normal,Back,194,84
22,Uruguay,79,82,Cerro Largo Fútbol Club,168634883,308868,Right,3,2.0,3,Lean,Forward,171,69
25,Spain,72,67,Athletic Club de Bilbao,93321024,195763,Right,2,3.0,3,Normal,Back,190,89
29,Italy,64,68,Palermo,84973571,197459,Right,4,3.0,3,Stocky,Back,184,83
21,China PR,64,73,Tianjin Jinmen Tiger FC,150273431,263538,Right,3,3.0,3,Lean,Back,175,65
21,Paraguay,63,69,Club Guaraní,107794480,348135,Right,3,3.0,4,Lean,Back,180,76
21,India,69,77,NorthEast United FC,125422575,233032,Right,4,3.0,4,Lean,Forward,178,75
32,Hungary,73,72,RB Leipzig,120210546,260161,Right,3,2.0,2,Normal,Back,191,86
18,Paraguay,68,69,Club Sportivo Luqueño,79415698,221652,Left,3,3.0,2,Normal,Back,172,65
34,Belgium,62,66,Club Brugge KV,76584596,179575,Right,3,3.0,3,Normal,Back,193,87
26,Argentina,74,67,Boca Juniors,84342002,200616,Right,3,2.0,3,Normal,Back,195,95
21,Saudi Arabia,65,67,Al Batin,108385846,297091,Right,4,3.0,3,Normal,Forward,174,70
22,India,62,76,Odisha FC,117088194,232827,Right,4,3.0,2,Lean,Back,184,72
34,Turkey,66,82,Mersin İdman Yurdu,118118856,292526,Right,4,2.0,4,Stocky,Back,191,84
30,Belgium,68,72,VfL Wolfsburg,125630425,340510,Left,3,2.0,4,Normal,Back,197,86
23,China PR,70,74,Guangzhou City,135165258,318297,Right,3,3.0,2,Lean,Back,184,77
29,Belgium,69,80,RSC Anderlecht,107077270,219465,Left,3,2.0,4,Normal,Back,187,86
25,England,72,76,Nottingham Forest,125816168,339020,Right,3,3.0,2,Normal,Back,188,85
22,Brazil,64,61,Palmeiras,34842081,117140,Right,3,3.0,2,Normal,Back,183,77
19,Sweden,71,65,Mjällby AIF,85558683,265653,Right,4,3.0,4,Lean,Back,195,83
27,Spain,66,59,Real Sociedad,85072555,275304,Right,2,4.0,4,Lean,Back,192,79
25,India,78,81,SC East Bengal FC,116651777,234990,Right,3,3.0,4,Normal,Forward,172,62
21,Bolivia,59,61,Club Deportivo Oriente Petrolero,72920495,122592,Right,3,2.0,2,Normal,Back,190,83
35,England,69,68,Celtic,135614430,319303,Right,3,3.0,4,Normal,Back,196,91
28,Venezuela,65,76,Llaneros de Guanare Escuela de Fútbol,133494572,318901,Right,5,2.0,3,Normal,Middle,178,79
19,Saudi Arabia,61,72,Ettifaq FC,113528932,251628,Right,3,3.0,3,Lean,Back,182,75
22,Spain,63,75,FC Academica Clinceni,87773111,188461,Left,3,2.0,3,Normal,Back,188,77
31,Argentina,72,80,Club de Deportes Cobresal,102990059,182155,Right,3,3.0,4,Normal,Back,183,73
30,Spain,62,69,Deportivo Alavés,78308608,183238,Left,2,2.0,3,Normal,Back,186,81
38,Netherlands,71,75,Ajax,96931887,240662,Right,3,4.0,3,Normal,Back,187,88
19,Bolivia,65,73,"Club Social, Cultural y Deportivo de Blooming",112595149,248043,Right,4,2.0,3,Lean,Forward,175,70
30,England,69,71,Newcastle United,85206608,203751,Right,4,3.0,2,Lean,Back,199,76
32,Luxembourg,64,71,Royale Union Saint-Gilloise,127156558,318606,Left,4,3.0,3,Normal,Back,186,79
20,Republic of Ireland,73,71,Drogheda United,120887805,269836,Right,4,2.0,3,Normal,Back,188,76
29,Argentina,59,69,PSV,81423653,184670,Right,4,2.0,2,Normal,Back,191,93
25,Austria,80,70,Stade de Reims,148259871,360425,Left,3,4.0,3,Normal,Back,182,81
29,Spain,64,67,Getafe CF,89206825,276401,Right,3,3.0,4,Lean,Back,192,85
37,France,65,73,Stade Rennais FC,109360292,239179,Right,3,2.0,3,Normal,Back,185,82
21,Ecuador,67,73,Sociedad Deportiva Aucas,122142342,224238,Right,3,3.0,3,Normal,Forward,185,67
30,Argentina,72,80,CF Monterrey ,117060597,276890,Right,3,3.0,4,Lean,Back,194,80
19,Republic of Ireland,64,75,Longford Town,125269180,297036,Left,3,2.0,3,Normal,Back,173,70
19,Saudi Arabia,75,69,Al Batin,92588913,213573,Right,3,3.0,4,Lean,Back,166,60
